user_id,age,gender,region,subscription_type,payment_method,primary_device,account_age_months,favorite_genre,time_of_day,recommendation_source,session_count,avg_watch_time_minutes_per_week,watch_sessions_per_week,completion_rate,avg_rating_given,app_rating,recommendation_click_rate,days_since_last_login,churned
N08604,52,Male,South America,Standard,Debit Card,Smart TV,36,Comedy,Night,Trending,2,327,6,80,4,4,57,4,0
N08605,40,Male,Europe,Standard,Credit Card,Tablet,45,Comedy,Night,Search,2,280,6,70,4,4,41,53,1
N08606,55,Female,Asia,Basic,Credit Card,Mobile,44,Drama,Morning,Search,1,145,4,75,4,3,32,1,0
N08607,35,Female,South America,Standard,Debit Card,Mobile,78,Sci-Fi,Evening,Friend,1,488,9,62,3,4,19,2,0
N08608,76,Female,North America,Basic,Debit Card,Smart TV,64,Action,Evening,Trending,1,378,10,70,3,5,18,3,0
N08609,47,Male,Asia,Standard,Credit Card,Smart TV,69,Romance,Night,Search,1,421,10,61,4,4,24,0,0
N08610,68,Male,Asia,Basic,Credit Card,Laptop,56,Romance,Night,Trending,1,209,2,59,3,4,28,44,0
N08611,35,Female,Europe,Premium,Credit Card,Smart TV,60,Sci-Fi,Evening,Trending,3,364,7,85,4,5,25,22,0
N08612,31,Female,Asia,Standard,Credit Card,Mobile,49,Sci-Fi,Night,Friend,1,358,9,67,3,4,16,2,0
N08613,34,Female,North America,Standard,Credit Card,Smart TV,71,Action,Night,Trending,3,820,15,100,5,4,45,1,0
N08614,58,Male,Asia,Standard,Paypal,Smart TV,66,Sci-Fi,Afternoon,Search,2,155,3,75,3,3,0,60,1
N08615,29,Female,North America,Standard,Debit Card,Mobile,53,Drama,Evening,Friend,1,110,3,71,4,4,24,1,0
N08616,41,Female,Asia,Standard,Credit Card,Mobile,35,Romance,Afternoon,Algorithm,1,134,4,53,4,3,40,4,1
N08617,36,Female,Africa,Basic,Credit Card,Tablet,59,Horror,Evening,Friend,1,134,3,71,3,4,77,34,1
N08618,38,Male,Asia,Premium,Paypal,Smart TV,45,Action,Afternoon,Ads,4,204,3,68,4,4,38,0,0
N08619,45,Female,North America,Premium,Credit Card,Mobile,90,Horror,Evening,Ads,1,92,5,61,4,3,0,29,0
N08620,52,Female,Asia,Standard,Credit Card,Mobile,49,Horror,Night,Friend,3,525,14,80,4,5,80,4,0
N08621,32,Male,Europe,Standard,Debit Card,Smart TV,32,Comedy,Evening,Search,1,281,3,94,5,4,26,26,0
N08622,43,Male,Asia,Basic,Debit Card,Smart TV,76,Drama,Night,Algorithm,1,345,7,76,3,4,77,52,1
N08623,33,Male,Asia,Basic,Debit Card,Smart TV,37,Documentary,Morning,Search,1,287,10,78,3,4,48,2,0
N08624,44,Male,Europe,Basic,Debit Card,Mobile,20,Romance,Evening,Algorithm,1,178,5,44,3,3,35,38,1
N08625,30,Male,Asia,Premium,Gift Card,Smart TV,43,Horror,Afternoon,Algorithm,1,164,2,70,4,4,26,13,0
N08626,21,Female,Asia,Premium,Paypal,Smart TV,58,Action,Night,Algorithm,1,432,8,95,5,4,76,0,0
N08627,33,Male,South America,Standard,Paypal,Laptop,67,Action,Evening,Trending,2,689,17,86,5,5,64,1,0
N08628,22,Male,North America,Basic,Credit Card,Laptop,58,Action,Evening,Algorithm,1,132,4,49,4,3,48,49,0
N08629,63,Male,Asia,Basic,Paypal,Smart TV,61,Drama,Evening,Algorithm,1,220,3,83,3,4,45,30,0
N08630,37,Male,Asia,Basic,Credit Card,Smart TV,1,Comedy,Evening,Algorithm,1,380,10,67,4,4,33,0,0
N08631,36,Male,North America,Basic,Gift Card,Smart TV,48,Drama,Evening,Ads,1,185,4,63,3,4,10,6,1
N08632,43,Male,North America,Basic,Debit Card,Mobile,33,Romance,Night,Search,1,69,1,81,5,5,41,3,1
N08633,41,Male,Europe,Basic,Paypal,Smart TV,80,Comedy,Afternoon,Trending,1,488,9,73,4,4,58,1,0
N08634,29,Male,Asia,Premium,Paypal,Mobile,1,Action,Evening,Search,1,196,5,73,4,5,24,0,0
N08635,56,Female,Europe,Premium,Paypal,Laptop,50,Action,Afternoon,Algorithm,3,527,15,64,5,4,57,3,0
N08636,77,Male,Asia,Basic,Paypal,Laptop,23,Action,Morning,Friend,1,128,3,63,3,3,29,53,1
N08637,54,Male,Europe,Premium,Credit Card,Smart TV,62,Documentary,Night,Trending,4,205,6,63,3,5,11,11,0
N08638,20,Male,North America,Premium,Paypal,Smart TV,81,Sci-Fi,Morning,Trending,2,363,6,76,4,4,28,5,0
N08639,62,Male,South America,Premium,Credit Card,Tablet,45,Horror,Afternoon,Algorithm,2,177,5,76,4,4,54,15,0
N08640,24,Female,Europe,Standard,Debit Card,Laptop,58,Horror,Evening,Algorithm,2,136,4,69,4,4,48,30,1
N08641,30,Male,Europe,Standard,Paypal,Smart TV,48,Action,Night,Trending,1,265,6,76,4,4,31,1,0
N08642,38,Male,Asia,Standard,Paypal,Smart TV,33,Drama,Evening,Search,2,262,2,67,3,5,47,31,0
N08643,45,Male,Europe,Basic,Paypal,Smart TV,22,Romance,Night,Algorithm,1,323,5,74,4,4,56,47,0
N08644,22,Male,South America,Basic,Paypal,Laptop,25,Action,Afternoon,Trending,1,77,3,68,3,4,20,29,1
N08645,28,Male,Oceania,Basic,Debit Card,Mobile,23,Comedy,Afternoon,Algorithm,1,128,2,49,4,3,34,20,1
N08646,27,Male,Asia,Standard,Credit Card,Smart TV,50,Horror,Night,Search,2,610,10,82,4,4,46,5,0
N08647,32,Male,Asia,Basic,Credit Card,Mobile,16,Action,Night,Algorithm,1,184,2,76,3,3,23,2,1
N08648,28,Male,North America,Basic,Paypal,Laptop,22,Drama,Morning,Algorithm,1,266,6,84,4,4,26,1,0
N08649,26,Male,North America,Standard,Credit Card,Mobile,1,Documentary,Evening,Ads,2,138,6,75,4,3,46,44,1
N08650,40,Male,Asia,Premium,Gift Card,Laptop,38,Romance,Evening,Trending,3,242,3,42,4,4,34,45,0
N08651,46,Female,Europe,Standard,Paypal,Smart TV,1,Comedy,Evening,Algorithm,1,655,10,87,4,4,40,4,0
N08652,34,Male,Africa,Standard,Paypal,Smart TV,53,Comedy,Morning,Friend,1,125,1,77,4,5,81,0,0
N08653,66,Female,Europe,Premium,Credit Card,Mobile,46,Drama,Morning,Friend,5,198,4,66,5,4,33,2,0
N08654,33,Male,North America,Premium,Credit Card,Smart TV,24,Drama,Afternoon,Friend,1,180,2,60,3,4,31,20,0
N08655,21,Female,Asia,Standard,Debit Card,Mobile,40,Comedy,Afternoon,Friend,2,203,5,86,5,5,47,0,0
N08656,44,Female,Asia,Standard,Paypal,Smart TV,95,Documentary,Evening,Algorithm,1,161,5,48,4,4,67,0,0
N08657,22,Male,Europe,Basic,Paypal,Mobile,9,Romance,Morning,Algorithm,1,298,7,77,4,4,29,5,0
N08658,31,Female,Asia,Basic,Credit Card,Mobile,72,Comedy,Night,Search,1,111,1,57,4,4,37,45,0
N08659,34,Male,Africa,Basic,Paypal,Mobile,13,Comedy,Afternoon,Algorithm,1,260,7,66,4,4,41,26,0
N08660,42,Male,Europe,Standard,Credit Card,Smart TV,56,Drama,Night,Trending,3,444,9,83,4,5,86,1,0
N08661,56,Female,Asia,Standard,Credit Card,Laptop,72,Documentary,Afternoon,Ads,3,249,3,66,3,3,28,26,0
N08662,24,Male,Africa,Standard,Credit Card,Smart TV,28,Horror,Evening,Ads,1,318,7,70,3,4,13,6,0
N08663,33,Male,North America,Basic,Gift Card,Mobile,63,Comedy,Evening,Search,1,135,2,56,4,3,19,47,1
N08664,36,Male,North America,Standard,Credit Card,Tablet,59,Drama,Evening,Friend,1,102,1,76,3,4,64,2,0
N08665,21,Female,Asia,Basic,Paypal,Laptop,72,Action,Morning,Algorithm,1,120,3,86,5,5,60,3,0
N08666,40,Female,Europe,Premium,Paypal,Laptop,40,Comedy,Evening,Trending,2,312,11,70,4,5,53,7,0
N08667,22,Male,Oceania,Basic,Debit Card,Mobile,65,Documentary,Night,Ads,1,136,3,75,3,3,23,6,1
N08668,35,Female,Asia,Basic,Debit Card,Mobile,47,Drama,Night,Friend,1,113,6,69,4,4,2,36,1
N08669,34,Male,Asia,Premium,Credit Card,Mobile,61,Drama,Evening,Trending,4,485,13,78,5,4,25,0,0
N08670,53,Female,Asia,Standard,Paypal,Smart TV,34,Drama,Night,Algorithm,1,442,6,86,3,4,49,1,0
N08671,38,Male,Europe,Basic,Credit Card,Laptop,45,Comedy,Night,Trending,1,130,2,71,4,5,51,40,1
N08672,30,Female,Asia,Standard,Gift Card,Smart TV,43,Horror,Morning,Search,2,313,5,69,4,4,33,3,0
N08673,39,Male,Europe,Standard,Credit Card,Smart TV,58,Drama,Evening,Friend,1,195,2,79,4,5,40,4,0
N08674,40,Male,Europe,Standard,Credit Card,Mobile,23,Action,Evening,Trending,1,145,3,59,4,5,31,16,0
N08675,26,Male,North America,Standard,Paypal,Mobile,74,Drama,Evening,Friend,1,344,7,90,4,4,35,4,0
N08676,55,Female,Asia,Basic,Paypal,Laptop,1,Action,Night,Trending,1,165,4,73,4,4,24,5,0
N08677,47,Female,North America,Basic,Credit Card,Mobile,1,Comedy,Evening,Algorithm,1,117,2,63,4,5,11,3,0
N08678,31,Male,South America,Standard,Debit Card,Mobile,44,Sci-Fi,Afternoon,Algorithm,1,157,2,58,3,4,24,32,1
N08679,63,Male,North America,Basic,Credit Card,Smart TV,55,Documentary,Afternoon,Algorithm,1,150,2,80,4,3,19,28,0
N08680,49,Male,Asia,Standard,Credit Card,Smart TV,47,Drama,Evening,Algorithm,2,317,5,75,4,4,44,2,0
N08681,45,Male,Europe,Basic,Debit Card,Smart TV,25,Sci-Fi,Afternoon,Trending,1,237,7,76,4,5,38,3,0
N08682,38,Female,Europe,Standard,Debit Card,Mobile,20,Sci-Fi,Night,Search,3,319,8,68,4,4,9,30,0
N08683,34,Male,Europe,Standard,Credit Card,Mobile,71,Sci-Fi,Evening,Ads,3,462,14,66,4,4,18,1,0
N08684,27,Male,Europe,Standard,Credit Card,Smart TV,21,Action,Evening,Search,1,241,3,86,4,4,26,0,0
N08685,20,Male,Europe,Standard,Credit Card,Mobile,33,Action,Evening,Algorithm,3,309,6,72,4,4,28,48,1
N08686,58,Female,Europe,Standard,Gift Card,Smart TV,42,Comedy,Night,Search,2,452,15,72,5,5,49,23,0
N08687,44,Male,Oceania,Standard,Debit Card,Laptop,50,Drama,Night,Algorithm,1,172,4,72,5,4,43,3,0
N08688,41,Female,Europe,Basic,Gift Card,Mobile,29,Drama,Morning,Algorithm,1,546,17,91,4,4,90,1,0
N08689,36,Male,Europe,Basic,Debit Card,Smart TV,41,Documentary,Night,Algorithm,1,354,4,85,4,4,55,47,0
N08690,41,Female,North America,Premium,Credit Card,Tablet,56,Comedy,Afternoon,Algorithm,2,492,13,87,4,4,67,33,0
N08691,58,Male,Oceania,Standard,Credit Card,Mobile,21,Action,Afternoon,Algorithm,3,306,7,77,3,4,42,21,0
N08692,22,Male,North America,Standard,Paypal,Mobile,34,Action,Night,Algorithm,1,109,4,63,3,4,52,0,0
N08693,30,Female,North America,Standard,Credit Card,Mobile,19,Sci-Fi,Evening,Trending,1,141,3,59,3,4,22,3,0
N08694,30,Male,Asia,Basic,Credit Card,Smart TV,59,Documentary,Evening,Algorithm,1,260,4,74,4,4,36,5,0
N08695,24,Female,South America,Standard,Credit Card,Mobile,67,Drama,Evening,Ads,1,344,7,87,3,4,50,0,0
N08696,69,Male,Oceania,Basic,Credit Card,Laptop,68,Drama,Evening,Algorithm,1,245,5,46,3,5,56,3,0
N08697,45,Male,North America,Standard,Debit Card,Smart TV,30,Sci-Fi,Night,Search,2,820,12,97,4,4,17,44,0
N08698,38,Female,Europe,Premium,Debit Card,Smart TV,43,Sci-Fi,Evening,Algorithm,1,370,5,91,5,3,26,6,0
N08699,52,Male,Asia,Premium,Credit Card,Smart TV,101,Comedy,Morning,Search,1,423,8,96,4,5,67,3,0
N08700,42,Female,North America,Basic,Credit Card,Smart TV,31,Documentary,Night,Algorithm,1,237,3,87,5,5,61,4,0
N08701,44,Male,Europe,Standard,Credit Card,Tablet,58,Documentary,Evening,Algorithm,2,246,6,67,3,4,31,1,0
N08702,39,Male,Asia,Premium,Credit Card,Mobile,58,Drama,Evening,Ads,2,479,8,70,4,3,18,0,0
N08703,35,Male,Europe,Standard,Credit Card,Laptop,69,Action,Night,Friend,2,281,4,78,4,4,29,3,0
N08704,32,Female,Asia,Standard,Credit Card,Smart TV,17,Documentary,Evening,Trending,1,283,3,78,4,4,7,6,0
N08705,38,Female,Europe,Standard,Paypal,Mobile,37,Horror,Evening,Trending,1,119,2,59,4,4,33,1,0
N08706,44,Female,Europe,Premium,Gift Card,Smart TV,33,Action,Afternoon,Trending,1,297,5,77,4,3,65,3,0
N08707,21,Male,Asia,Premium,Debit Card,Smart TV,74,Comedy,Morning,Trending,1,379,6,62,4,5,63,1,0
N08708,39,Male,Asia,Basic,Credit Card,Laptop,73,Horror,Morning,Search,1,89,2,62,4,4,15,10,1
N08709,31,Male,Oceania,Standard,Paypal,Smart TV,32,Comedy,Night,Algorithm,3,340,6,79,4,4,13,27,0
N08710,40,Male,North America,Standard,Paypal,Laptop,50,Drama,Afternoon,Trending,1,241,7,64,3,4,6,17,0
N08711,31,Male,Asia,Standard,Paypal,Laptop,24,Romance,Evening,Trending,1,127,3,77,4,4,47,4,0
N08712,39,Male,Asia,Standard,Paypal,Smart TV,31,Documentary,Evening,Search,1,219,3,76,3,3,24,49,0
N08713,22,Female,North America,Basic,Credit Card,Smart TV,35,Sci-Fi,Morning,Trending,1,92,1,66,4,3,53,2,1
N08714,55,Male,Asia,Standard,Credit Card,Smart TV,36,Drama,Morning,Trending,3,398,6,94,5,5,48,1,0
N08715,48,Female,North America,Premium,Debit Card,Laptop,43,Horror,Night,Search,2,270,5,85,4,4,45,3,0
N08716,46,Male,Asia,Premium,Paypal,Smart TV,46,Action,Evening,Friend,3,212,3,68,4,3,13,5,0
N08717,19,Female,Asia,Standard,Credit Card,Mobile,27,Action,Morning,Trending,1,151,2,76,4,3,33,1,0
N08718,31,Male,North America,Premium,Credit Card,Mobile,53,Comedy,Afternoon,Trending,1,372,10,67,3,4,11,2,0
N08719,42,Male,Europe,Basic,Paypal,Smart TV,56,Drama,Evening,Search,1,266,5,70,3,4,59,5,0
N08720,44,Female,North America,Basic,Paypal,Smart TV,31,Comedy,Morning,Search,1,611,11,84,4,5,68,0,0
N08721,35,Male,North America,Basic,Credit Card,Smart TV,74,Documentary,Evening,Algorithm,1,386,10,68,4,4,39,1,0
N08722,39,Female,Asia,Basic,Debit Card,Smart TV,85,Drama,Afternoon,Algorithm,1,219,5,67,4,5,46,37,0
N08723,39,Male,Asia,Basic,Credit Card,Smart TV,44,Documentary,Night,Algorithm,1,292,6,73,5,4,35,0,0
N08724,39,Female,Europe,Standard,Credit Card,Mobile,15,Romance,Afternoon,Search,1,309,8,71,4,4,20,1,0
N08725,24,Male,Europe,Premium,Credit Card,Mobile,72,Comedy,Night,Algorithm,1,135,3,72,4,4,77,2,0
N08726,41,Male,North America,Basic,Paypal,Smart TV,15,Comedy,Evening,Search,1,134,3,63,5,4,38,23,0
N08727,21,Male,Africa,Standard,Gift Card,Laptop,1,Drama,Afternoon,Algorithm,2,157,3,74,4,4,53,4,0
N08728,24,Male,Asia,Premium,Debit Card,Smart TV,70,Romance,Night,Trending,4,471,7,72,4,5,48,32,0
N08729,34,Female,Europe,Premium,Credit Card,Laptop,61,Horror,Morning,Algorithm,4,279,6,66,4,5,16,0,0
N08730,53,Female,Asia,Standard,Debit Card,Mobile,30,Romance,Morning,Friend,1,224,9,81,4,4,65,1,0
N08731,47,Male,South America,Basic,Credit Card,Smart TV,53,Romance,Evening,Trending,1,312,7,74,3,4,28,22,0
N08732,59,Female,North America,Standard,Debit Card,Laptop,52,Documentary,Afternoon,Algorithm,1,284,8,71,4,4,82,1,0
N08733,62,Female,Europe,Premium,Paypal,Smart TV,43,Horror,Evening,Ads,4,391,11,79,4,4,33,6,0
N08734,41,Male,Asia,Premium,Credit Card,Smart TV,55,Horror,Evening,Trending,5,262,6,84,4,5,61,0,0
N08735,51,Female,Africa,Basic,Debit Card,Smart TV,43,Sci-Fi,Evening,Trending,1,314,6,73,4,4,40,5,0
N08736,45,Male,North America,Premium,Debit Card,Mobile,48,Drama,Morning,Search,4,422,18,81,5,4,66,0,0
N08737,32,Male,North America,Standard,Debit Card,Smart TV,37,Comedy,Afternoon,Algorithm,3,179,4,75,4,4,30,22,0
N08738,46,Male,South America,Premium,Paypal,Smart TV,62,Action,Afternoon,Ads,4,572,9,88,5,5,36,3,0
N08739,32,Male,Asia,Standard,Credit Card,Smart TV,6,Romance,Evening,Trending,1,189,4,79,4,4,47,6,0
N08740,30,Male,North America,Basic,Credit Card,Mobile,29,Sci-Fi,Evening,Algorithm,1,150,3,74,3,5,18,26,1
N08741,35,Male,Asia,Premium,Paypal,Smart TV,63,Action,Night,Algorithm,3,388,9,92,4,4,74,1,0
N08742,59,Male,Africa,Standard,Debit Card,Mobile,71,Drama,Morning,Friend,2,186,4,71,4,3,22,15,1
N08743,66,Male,South America,Standard,Debit Card,Laptop,39,Comedy,Afternoon,Algorithm,3,156,6,64,3,4,38,16,1
N08744,64,Male,Asia,Premium,Credit Card,Smart TV,72,Drama,Evening,Friend,1,596,10,100,5,5,53,1,0
N08745,32,Male,North America,Standard,Debit Card,Mobile,45,Documentary,Afternoon,Algorithm,2,277,11,68,3,4,59,48,1
N08746,29,Male,Europe,Premium,Credit Card,Smart TV,34,Action,Night,Algorithm,3,235,4,68,5,3,35,2,0
N08747,65,Male,North America,Premium,Paypal,Smart TV,60,Documentary,Evening,Algorithm,2,820,17,98,5,4,53,4,0
N08748,38,Male,Asia,Premium,Credit Card,Smart TV,43,Comedy,Afternoon,Search,5,149,1,64,3,3,5,1,0
N08749,56,Male,South America,Standard,Paypal,Tablet,64,Documentary,Morning,Trending,3,153,4,85,4,4,27,30,0
N08750,19,Female,South America,Premium,Debit Card,Tablet,70,Comedy,Evening,Trending,1,205,6,66,4,5,38,43,0
N08751,47,Male,Asia,Standard,Paypal,Mobile,1,Comedy,Evening,Search,1,114,5,76,4,3,57,0,1
N08752,29,Female,Asia,Premium,Debit Card,Smart TV,51,Sci-Fi,Evening,Friend,1,146,3,57,4,4,16,39,0
N08753,31,Male,Europe,Premium,Credit Card,Laptop,27,Documentary,Evening,Trending,1,165,5,67,4,3,48,44,1
N08754,34,Male,Europe,Standard,Debit Card,Smart TV,42,Drama,Evening,Algorithm,1,275,6,84,4,4,65,3,0
N08755,33,Female,Africa,Basic,Credit Card,Mobile,48,Drama,Evening,Trending,1,107,3,75,4,4,45,20,0
N08756,43,Male,Africa,Premium,Paypal,Mobile,66,Sci-Fi,Morning,Trending,3,171,6,90,4,4,60,3,0
N08757,37,Male,North America,Premium,Debit Card,Laptop,26,Horror,Evening,Friend,3,820,16,70,5,4,42,0,0
N08758,74,Female,Europe,Standard,Credit Card,Smart TV,53,Comedy,Night,Algorithm,3,547,7,99,4,4,88,6,0
N08759,60,Male,South America,Basic,Credit Card,Smart TV,47,Horror,Evening,Algorithm,1,192,3,81,4,4,84,2,0
N08760,42,Female,Asia,Standard,Paypal,Smart TV,97,Sci-Fi,Evening,Trending,2,450,7,87,4,5,11,0,0
N08761,34,Male,Asia,Basic,Credit Card,Tablet,40,Drama,Afternoon,Trending,1,309,5,75,4,4,35,3,0
N08762,75,Male,Asia,Standard,Debit Card,Smart TV,68,Drama,Night,Friend,2,499,7,63,4,4,14,0,0
N08763,43,Male,Oceania,Basic,Credit Card,Smart TV,36,Romance,Evening,Trending,1,318,7,64,4,4,23,7,0
N08764,21,Male,Europe,Basic,Gift Card,Smart TV,29,Action,Evening,Ads,1,233,5,66,4,4,11,3,0
N08765,33,Female,Europe,Premium,Debit Card,Smart TV,54,Documentary,Night,Algorithm,4,653,12,84,5,4,34,2,0
N08766,34,Male,Africa,Standard,Paypal,Mobile,39,Comedy,Evening,Search,1,96,3,74,4,4,54,2,0
N08767,40,Male,Europe,Basic,Paypal,Smart TV,9,Romance,Evening,Algorithm,1,108,1,63,4,4,20,26,1
N08768,42,Male,Asia,Standard,Debit Card,Smart TV,4,Documentary,Evening,Algorithm,1,615,11,78,3,5,100,1,0
N08769,35,Male,North America,Premium,Credit Card,Mobile,86,Sci-Fi,Evening,Trending,4,217,4,57,4,4,20,4,0
N08770,37,Female,South America,Basic,Paypal,Smart TV,57,Action,Morning,Trending,1,198,2,80,3,3,6,0,0
N08771,40,Male,Europe,Basic,Credit Card,Smart TV,25,Comedy,Evening,Algorithm,1,382,6,55,4,4,34,0,0
N08772,38,Female,Asia,Standard,Paypal,Tablet,17,Sci-Fi,Morning,Trending,2,144,3,71,4,3,25,0,0
N08773,54,Male,Europe,Standard,Paypal,Smart TV,80,Comedy,Afternoon,Ads,2,284,5,81,4,4,51,2,0
N08774,69,Male,Europe,Standard,Debit Card,Smart TV,45,Action,Evening,Algorithm,2,373,8,66,4,4,34,0,0
N08775,30,Male,Asia,Premium,Paypal,Smart TV,47,Drama,Night,Search,5,649,12,95,4,5,63,2,0
N08776,29,Male,Asia,Standard,Credit Card,Smart TV,26,Drama,Night,Algorithm,3,305,4,91,4,4,60,1,0
N08777,65,Male,North America,Standard,Debit Card,Smart TV,48,Sci-Fi,Night,Algorithm,1,302,6,76,4,4,24,11,0
N08778,30,Male,Europe,Standard,Credit Card,Tablet,54,Action,Night,Algorithm,3,213,3,51,4,5,29,3,0
N08779,40,Male,North America,Standard,Paypal,Mobile,39,Romance,Night,Algorithm,2,107,4,65,3,3,28,34,1
N08780,34,Male,Asia,Standard,Debit Card,Smart TV,35,Romance,Morning,Trending,1,169,3,69,3,4,31,26,1
N08781,37,Male,South America,Premium,Credit Card,Mobile,55,Drama,Evening,Trending,5,108,4,67,3,3,28,1,0
N08782,32,Female,Asia,Premium,Credit Card,Mobile,16,Drama,Evening,Algorithm,5,209,7,64,4,4,26,2,0
N08783,22,Male,North America,Basic,Gift Card,Smart TV,28,Action,Evening,Trending,1,191,1,76,3,4,42,1,0
N08784,58,Male,Asia,Standard,Paypal,Smart TV,69,Horror,Evening,Ads,3,467,7,78,4,4,52,3,0
N08785,44,Female,Asia,Basic,Credit Card,Laptop,22,Comedy,Evening,Search,1,530,11,78,4,4,29,3,0
N08786,60,Female,Asia,Standard,Debit Card,Smart TV,34,Sci-Fi,Night,Algorithm,2,303,5,74,3,4,39,2,0
N08787,38,Female,Africa,Basic,Debit Card,Tablet,55,Drama,Night,Algorithm,1,312,6,64,4,3,29,2,1
N08788,35,Female,South America,Premium,Debit Card,Smart TV,56,Drama,Night,Algorithm,5,459,9,93,4,5,68,0,0
N08789,26,Male,North America,Basic,Paypal,Laptop,13,Horror,Afternoon,Trending,1,177,5,81,4,4,33,0,1
N08790,42,Male,Asia,Basic,Credit Card,Laptop,47,Comedy,Evening,Trending,1,452,12,63,4,4,18,47,1
N08791,36,Male,Europe,Standard,Paypal,Smart TV,57,Comedy,Afternoon,Algorithm,2,290,4,73,4,4,71,2,0
N08792,24,Female,South America,Premium,Debit Card,Smart TV,38,Documentary,Night,Trending,3,221,4,84,4,4,21,2,0
N08793,57,Male,Asia,Basic,Credit Card,Laptop,60,Horror,Evening,Trending,1,160,3,54,4,4,39,43,1
N08794,59,Female,North America,Basic,Debit Card,Smart TV,66,Sci-Fi,Evening,Algorithm,1,232,3,59,5,4,21,3,0
N08795,29,Male,Africa,Basic,Gift Card,Mobile,66,Drama,Evening,Trending,1,176,2,77,3,4,18,38,1
N08796,57,Male,Europe,Basic,Credit Card,Smart TV,23,Drama,Night,Algorithm,1,492,13,57,4,4,78,3,0
N08797,37,Male,Europe,Standard,Paypal,Smart TV,24,Drama,Afternoon,Trending,3,129,4,62,4,3,45,43,1
N08798,61,Female,Europe,Standard,Debit Card,Mobile,46,Comedy,Evening,Friend,1,274,5,91,4,4,25,1,0
N08799,29,Male,Europe,Premium,Debit Card,Smart TV,59,Comedy,Night,Trending,5,251,4,61,4,4,28,28,0
N08800,31,Female,Europe,Premium,Debit Card,Smart TV,7,Comedy,Evening,Ads,1,271,4,76,4,4,40,0,0
N08801,31,Male,Asia,Standard,Credit Card,Smart TV,23,Comedy,Night,Trending,1,587,12,68,4,4,16,37,0
N08802,53,Female,Asia,Standard,Credit Card,Smart TV,51,Comedy,Evening,Friend,2,427,11,91,5,5,69,19,0
N08803,32,Male,Asia,Basic,Debit Card,Smart TV,65,Action,Morning,Search,1,321,7,62,4,4,57,32,1
N08804,42,Male,Europe,Basic,Gift Card,Laptop,46,Romance,Evening,Friend,1,70,2,71,4,4,40,15,1
N08805,28,Female,North America,Basic,Credit Card,Smart TV,49,Horror,Evening,Algorithm,1,456,9,61,4,4,77,5,0
N08806,20,Female,North America,Standard,Debit Card,Smart TV,19,Action,Evening,Friend,3,174,3,70,4,4,35,1,0
N08807,46,Male,Europe,Premium,Credit Card,Mobile,62,Comedy,Morning,Algorithm,1,47,2,55,4,4,40,50,1
N08808,35,Female,Asia,Standard,Debit Card,Mobile,50,Sci-Fi,Night,Search,1,240,4,62,4,4,33,5,1
N08809,60,Male,North America,Standard,Credit Card,Laptop,77,Sci-Fi,Evening,Algorithm,1,478,10,86,5,4,68,5,0
N08810,57,Male,Asia,Standard,Paypal,Smart TV,64,Action,Evening,Trending,2,383,8,74,4,5,25,1,0
N08811,38,Male,Asia,Premium,Debit Card,Mobile,94,Comedy,Evening,Trending,2,225,7,72,4,3,58,0,0
N08812,45,Male,South America,Basic,Paypal,Smart TV,45,Action,Afternoon,Ads,1,87,1,77,3,4,31,2,0
N08813,21,Female,Europe,Basic,Credit Card,Mobile,19,Documentary,Night,Search,1,169,2,70,3,3,50,2,0
N08814,40,Male,Africa,Premium,Credit Card,Mobile,12,Documentary,Morning,Friend,5,82,4,76,4,3,52,1,0
N08815,37,Male,North America,Standard,Debit Card,Mobile,32,Romance,Night,Search,1,92,1,58,3,2,40,31,1
N08816,31,Male,Asia,Premium,Paypal,Mobile,47,Horror,Evening,Search,2,297,4,84,5,4,66,3,0
N08817,28,Male,Europe,Basic,Debit Card,Laptop,14,Action,Evening,Algorithm,1,196,9,84,3,4,41,1,0
N08818,52,Male,North America,Basic,Debit Card,Mobile,73,Sci-Fi,Evening,Search,1,294,7,74,4,4,54,2,0
N08819,41,Female,North America,Premium,Debit Card,Smart TV,43,Comedy,Afternoon,Trending,3,295,7,77,4,4,37,2,0
N08820,54,Male,North America,Standard,Credit Card,Smart TV,114,Comedy,Evening,Algorithm,2,444,8,92,5,3,72,4,0
N08821,22,Male,Asia,Basic,Gift Card,Mobile,12,Sci-Fi,Evening,Algorithm,1,85,2,66,4,3,61,2,0
N08822,24,Female,Asia,Premium,Credit Card,Mobile,1,Documentary,Night,Algorithm,2,347,9,69,4,4,49,23,0
N08823,50,Male,South America,Standard,Paypal,Tablet,1,Action,Evening,Trending,3,102,2,63,4,3,28,31,1
N08824,40,Female,Africa,Premium,Paypal,Mobile,66,Comedy,Night,Trending,4,235,8,77,4,3,39,45,1
N08825,36,Male,Oceania,Standard,Credit Card,Mobile,47,Documentary,Morning,Friend,2,493,12,68,4,4,52,6,0
N08826,23,Male,Europe,Standard,Credit Card,Smart TV,37,Drama,Evening,Search,3,379,9,77,4,4,41,3,0
N08827,31,Male,Oceania,Basic,Credit Card,Smart TV,79,Horror,Morning,Search,1,503,8,81,5,5,65,6,0
N08828,47,Female,Europe,Standard,Credit Card,Smart TV,9,Documentary,Evening,Algorithm,2,517,10,96,4,4,64,0,0
N08829,35,Female,North America,Standard,Credit Card,Smart TV,75,Horror,Afternoon,Trending,2,820,18,77,5,4,21,4,0
